Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
5,333.7330152,137436.44778898294,214344.2083,2992.818828,98.02395858,4,215802018.2,1,12770597.12,26201.23757,86.46426805,13
5,356.2129908,129881.1560278464,447576.5021,8430.507432,78.2184587,3,198244608.8,2,12502807.49,32156.03646,25.58878124,1539
6,778.9138036,357731.2189745316,334077.6008,6633.083222,80.36875094,1,1381187.487,3,8787303.897,7632.911359,37.7446273,2600
3,271.6627571,167720.85807342676,139266.7079,8718.45824,87.35641711,4,498578209.9,1,17296821.45,833.0264169,29.58328057,4413
7,390.0110566,131280.39656049325,171140.8701,9156.244369,91.48661558,4,138298246.4,1,2177303.082,47612.2065,42.72951161,4232
1,483.3981606,277834.08811929444,213911.3138,467.188299,52.64634112,3,333314339.5,3,2237067.744,295.7264633,73.91095336,815
1,812.827633,431166.68589519314,52712.937,8564.789307,73.98072441,4,349647940.3,1,5970036.207,34233.62074,29.01660863,995
4,844.062467,475237.11070437334,221767.9044,1653.456791,75.59028893,2,116362786.7,2,2724961.058,32669.97421,80.87355966,530
2,295.5994374,189966.56843145826,317307.1504,730.9901181,63.68099679,1,284783936.7,2,19168843.28,41479.35791,88.64936904,4126
3,661.7061263,434364.52860444726,339561.002,1012.252621,72.86808722,1,139501321.9,2,4468987.578,14357.04614,30.74249635,4467
4,922.9412291,360261.8872924123,41676.31667,8080.407672,74.11227928,4,396510749.1,1,12705088.16,40256.57944,21.61905535,4888
2,602.6533623,367900.8899906556,46098.87364,7307.154376,55.85254513,2,74817779.71,3,6690938.297,31704.84318,96.3460694,3279
4,149.2396914,96544.44331643629,254174.1831,9920.622491,58.70486947,3,81775514.27,2,5538329.336,13283.59809,3.426914616,868
3,778.3883751,518741.9288184702,153676.0984,4992.72963,56.9279165,2,174927663.3,3,16667409.31,5679.318706,29.53663962,2189
7,208.88392,93526.03880153966,290399.3444,7350.64654,62.02539172,3,150398318.5,1,1510380.678,9499.013131,39.9726513,1721
6,440.571928,173420.14282546053,126036.8068,5446.370877,82.46353441,3,69414193.86,2,12121134.79,19843.99372,73.59074852,3865
6,270.6102948,108702.02546481081,37554.63761,2381.030144,78.24839256,3,477474209.1,2,13499372.41,10614.56535,74.18804333,1783
3,113.5615699,103382.80777759856,132204.1753,3042.892938,74.33296296,1,251339343.8,2,19908286.24,35003.20714,58.81176089,1640
7,652.5904973,301310.97635570413,55034.10981,9000.832994,81.88953763,2,219022971.1,3,8145086.581,38318.76384,79.92809138,4733
1,947.3056492,590230.9662742695,363057.4301,684.3684943,66.03018523,2,48022530.96,2,12185327.05,1897.92084,78.57309278,4518
6,508.0289021,161346.66968312458,316777.1036,8156.023449,50.70143932,4,119467932.7,3,15683506.11,9732.596061,85.56912718,992
2,839.290409,556791.259971259,304812.5737,6634.937477,76.24384813,1,47040157.25,3,3746203.075,11021.54052,2.103374702,4183
3,600.2054667,349819.9503106793,8100.136786,6137.702055,93.79795227,4,224832919.1,1,8904052.036,9881.903161,39.54497855,3550
4,730.9703477,273528.8453183461,151239.3765,9996.296289,96.95083631,4,227777720.7,3,7910449.995,37214.07694,31.66232217,3626
1,133.2905923,94574.67293085708,47576.64318,1107.864056,78.56361274,4,272197251.7,2,16576723.75,3428.667758,51.25401941,767
5,406.6781069,151144.19264320075,21886.0985,9173.120472,50.72366206,4,147122342.8,2,3815489.801,22416.48155,54.56559758,4068
5,2.741569898,34146.58349399301,293904.2389,8541.31556,57.13575936,1,3394687.671,2,11117599.28,8444.401725,44.64529605,526
1,190.3889763,143397.2215435927,403386.2047,4898.353285,70.38974714,3,322438919.7,2,8010329.729,27092.98311,97.79098595,1459
5,69.40186573,67312.76414887159,132950.8151,3390.39054,99.12234461,1,15164661.93,3,3730103.912,28454.63473,12.51516506,1552
4,381.9993905,183260.10983043493,66048.05991,2493.558386,66.47773417,2,439405250.0,1,16340434.58,26121.8659,9.710763534,1056
7,776.8885676,229351.2335344891,233938.8695,9899.972652,55.24467218,4,69978452.39,1,16146461.61,47601.43996,19.93840536,3128
7,454.4767029,180992.8511175679,89029.1143,5642.080261,96.74997338,4,171182652.8,3,9612261.702,3477.899691,95.44153951,3735
2,265.7489071,192678.32038548723,297873.6026,1064.622721,95.38877137,3,377001582.6,2,14399538.26,21500.37027,59.41227127,732
1,252.3945356,158660.6715533287,169948.3374,7829.524416,72.27980706,4,454399976.4,3,6325299.223,8142.3242,38.66785643,3855
1,971.5478906,481321.94862073986,111811.6544,3013.053313,92.31033951,4,491226125.7,3,13121083.28,31295.98291,72.89295569,3628
5,967.6154484,355256.14575458376,150324.9743,7114.377111,93.64586399,3,463091937.3,3,13008515.0,30448.57312,68.18887749,2995
4,562.6632366,226131.41904868445,269739.4878,888.8726244,54.58101429,3,447115242.9,3,10697227.86,13571.25941,45.5372499,1694
5,936.5490256,331624.0091015651,198626.5735,4540.830594,57.60319252,4,223365244.7,2,1979223.264,24473.0648,90.63974647,4146
2,909.2372005,600491.4200878913,13626.16269,9698.292345,93.31820333,1,441854669.7,1,12974124.96,35471.3439,7.871053536,629
6,237.5299496,111612.04268258114,130095.3739,443.3037968,91.8147828,3,416012299.9,1,2271571.878,44384.59929,49.91263275,1667
2,965.2625399,508022.1339703366,336178.6031,4075.870215,65.59177434,4,457581670.8,1,3288330.281,24949.05595,4.088095619,4548
7,871.5025571,368902.7498705565,212005.6834,6466.269028,61.13124392,1,171425063.0,2,10641166.65,30647.76777,87.96948311,1798
2,979.3417201,561329.143093828,271639.9666,7001.083155,99.16035212,1,152537105.2,2,11148822.64,22948.79336,40.57336481,888
7,400.5034855,143540.80085687828,74736.007,9762.164577,72.3011165,3,486161395.6,2,4201515.601,5789.376756,90.58929561,3659
3,255.6171764,192133.88007682352,394560.6867,2009.543759,88.11160346,1,446257304.7,2,9579361.153,6410.162463,52.52486085,2425
1,619.8077035,418110.88840679766,217426.8449,1075.806599,60.04511336,1,486709877.3,2,4448960.013,27412.60676,83.79820614,1282
6,875.2073456,383570.6287923627,234230.3942,639.0548138,74.84011907,2,419252896.6,3,16320377.25,18302.37674,33.29941719,2033
4,540.8281515,205423.805003018,342778.3977,3277.926274,58.84344647,4,82356959.48,2,6879057.135,28948.98353,67.8179427,4832
1,583.1286965,271394.0967511031,28472.95002,9201.559787,75.92357036,3,24374097.02,2,11036224.39,19760.84658,36.51755731,2406
3,805.9547995,433718.8431075373,340013.247,793.2927739,62.62590933,3,293164889.3,1,289233.18,23192.43716,24.37426834,119
7,635.618934,239216.92520397276,382807.7438,4406.97924,70.45178704,1,189832832.7,3,5285889.12,13009.82993,70.87951411,1601
4,588.1048298,230484.0910028827,75734.25451,4683.210748,82.06487785,4,308819598.5,3,6951243.271,7118.073549,39.42154977,3125
4,925.0037593,502081.4135778722,257336.24,2391.160982,56.55406586,1,147169293.9,2,10330881.0,44274.18188,42.16152696,1973
6,70.26046692,53129.84629852313,426081.4042,7343.475624,89.66636623,3,280015357.0,2,13018080.65,47384.15103,85.01723449,1869
6,460.052275,178489.44656475016,418849.5934,7459.584514,66.45085634,2,41753838.5,1,17271777.45,46043.38569,52.99137318,192
3,490.6346181,228222.9833747136,203723.2915,2418.390185,97.64557875,4,107794222.4,1,6080662.016,34816.8124,3.898147168,531
6,963.8359632,290772.31520818925,389890.2722,3747.572127,89.70320073,3,328462374.3,2,6446220.875,36427.74982,48.57162559,4057
6,958.9831408,366815.6018485122,382305.7674,1286.471472,92.18605705,1,73056821.99,1,7605608.904,49291.60998,14.72331607,2841
1,711.4476516,456296.50347876013,7780.748056,9786.49707,57.94767321,1,24354093.43,2,11006667.2,26756.40385,17.8540067,1237
2,337.6278187,235697.71647973373,269551.1919,8609.979842,62.09265561,1,276703759.3,2,17236556.23,41989.26456,15.56773723,1747
5,167.8950871,102329.82071398268,346276.8825,529.5602242,51.3026718,3,443657802.3,3,5580979.278,28283.10725,74.78666495,225
4,473.4572611,272516.20167169464,103394.5955,5641.909415,59.37224795,2,175472516.1,3,14446711.7,8217.048784,84.93855048,2541
6,243.893336,93845.90270244493,72057.90636,5764.178978,69.42361585,4,420523694.3,2,2004572.728,36497.1002,42.11024698,2055
3,812.8981527,487161.9672968639,116537.0222,9514.610633,56.59373894,4,369829124.2,3,10399163.94,5473.195561,76.01472911,4341
5,915.6030332,398981.62908201054,370208.4346,9715.436306,71.58182594,2,51024107.18,2,14732614.57,49963.08621,55.78900099,4149
4,392.0990255,204636.01009362884,338339.959,9055.05418,64.51415785,2,354390807.7,1,6086705.217,28841.55281,95.30621969,3548
5,3.312015422,34261.28008517859,380705.0584,7557.15466,66.84608222,3,482098424.7,1,19157694.23,37596.83691,52.45281251,2134
5,39.38566044,48864.78270143934,87776.16126,1559.547861,91.46939078,1,69029954.21,1,2773582.131,28759.55363,60.06676911,69
4,911.4276602,420383.3754571148,70687.18722,8796.509537,77.09719719,2,350902228.5,1,13866733.57,5433.656567,37.26414463,4823
4,95.31140596,76565.85645003762,305252.6656,6631.102127,80.32257789,2,31038511.32,1,10170874.73,6482.004994,53.48310303,319
7,518.007628,168523.16305629467,96397.90673,4108.575669,96.46581971,4,116604862.3,2,19208620.08,31710.98179,47.07256995,1572
7,183.7030478,101366.0024271184,281160.89,6203.799524,93.54750864,2,187957507.9,1,17028446.5,4658.832436,97.18502497,180
5,683.979642,270697.5918069783,225849.3014,9123.683623,84.75108202,3,128082458.9,1,9718101.338,38915.14277,47.98094645,3256
4,708.084741,349018.0181257648,124585.1816,5131.724004,59.83790009,1,116215271.8,2,4097875.1,40130.11021,74.96396536,724
7,907.4632403,365250.87404891325,212434.4236,3993.975883,93.2570218,1,38523264.89,3,2957565.848,44237.04647,76.95041317,4420
4,1.364126916,33094.675775325886,22727.63923,1779.674775,87.02727449,3,142926562.9,3,8066128.423,22595.93115,10.2301963,1600
4,928.8623765,395265.7900494555,23439.94864,6509.948725,92.16117021,3,324059219.2,2,15887684.9,9266.922141,62.5675808,3012
6,920.4198703,390327.62116035545,400782.001,4874.232786,97.03935306,2,65117470.5,1,8108159.606,14851.58774,45.46081269,4520
5,758.1829734,317454.3625431813,146624.4642,7295.82693,61.46310037,2,171865456.8,2,15279831.89,45612.56134,33.63597523,2838
6,222.8512179,96855.19147321969,14307.57023,6534.180499,91.05130716,4,20848164.99,3,4064797.693,2673.642216,65.43590443,1089
1,70.9596031,68003.5267276582,326006.9396,3628.450006,78.84051116,2,151366831.1,2,16970336.26,27159.02816,45.97708659,1539
1,886.2995627,416465.96743791655,111195.6961,3118.758627,71.77152506,3,155900639.6,1,4744518.31,12565.97003,59.69040866,1492
3,947.3601925,624309.2510247842,198178.9364,8689.905421,91.06483517,1,316295379.8,1,4046579.545,9552.590012,32.64174671,4900
1,21.47505003,44462.24813572664,116145.6373,1777.456037,99.15037483,3,290570611.4,3,5919695.3,44734.74273,29.83597988,1495
5,41.2030989,46311.95225765681,68058.91314,7528.007519,57.66482701,3,85496074.69,1,2382117.495,17629.06324,98.34119495,1466
7,769.7875532,274369.9771465553,252754.8323,6048.866017,75.68088966,2,418211137.1,3,12689887.59,25207.86821,74.12815141,1344
2,576.0298195,278267.5051169482,18987.16847,7037.591875,67.15611558,3,43532642.15,1,16463253.07,19662.55896,18.87588146,1812
7,844.760948,351919.2738227993,156585.1744,8768.642395,75.13523401,1,199625865.0,1,2431568.59,9198.032581,10.57759605,4630
6,248.8677157,129757.34376060954,431878.0693,9438.658232,72.43597242,1,19241603.72,1,16616130.07,34798.35246,63.8526924,954
7,467.0840179,167674.8437600729,196429.2439,8782.323044,50.25096697,2,36540090.34,2,9588213.43,17696.39404,92.71045066,2064
2,127.1501338,92526.02157027155,66642.04025,8470.506108,91.93251011,4,293340753.3,1,19767320.4,5417.730516,62.28365885,4105
2,683.0400022,454294.7331280188,188936.7535,1032.144584,57.42996438,1,193466367.5,2,3491610.002,12052.55022,17.86934984,3303
2,428.7621413,189485.64308070389,98743.28784,7360.542917,60.17603054,4,223246493.9,3,12272768.01,41705.73537,39.61155257,3531
3,586.9076089,293884.3699703719,230441.9889,3274.106702,68.43144837,4,343637698.0,3,5326102.432,2345.004862,13.27484361,3481
6,628.5824201,178809.6455383601,247118.5766,8895.737641,94.06674317,4,256716202.0,1,6641174.914,43512.5388,84.39029486,714
6,440.5558073,163956.16332362528,339151.0794,306.8726725,92.08564647,4,311969282.5,3,12910142.18,1249.62167,79.00526803,1155
7,560.00757,253375.11980775013,32492.8378,5208.668007,53.08644599,3,378950117.7,3,15287715.61,47779.39025,73.18574041,3542
1,209.445489,163287.5228820822,190139.1452,4154.380381,83.3628793,1,68311153.5,3,19449554.41,27045.42468,2.565062826,3786
1,140.1841676,102578.70270478842,3232.971918,6541.283217,74.79777458,2,344020021.9,2,2165676.914,28732.95725,89.25988114,969
6,969.6111558,355629.60907090735,225776.9053,8789.216488,61.38093184,3,295212380.3,3,3708971.828,2759.829226,78.73493806,4584
5,253.1727171,114932.23859594384,326049.3779,9458.767391,79.56769852,2,269859714.7,2,1786458.707,19337.00115,45.61342371,1247
6,141.3582497,79310.6675979367,350576.157,6209.046362,70.70579539,1,9018192.896,2,7774096.224,32741.80394,8.058004071,3896
3,443.7467023,309670.2277518434,31295.11044,3751.714236,68.37501859,1,234609802.0,1,4945329.326,14472.37484,60.38362733,847
6,755.1606234,240833.11580442986,117391.9134,316.1866768,64.29169356,3,33552133.73,3,6828729.251,30685.75603,21.01549273,2763
1,549.3415785,343016.95375987823,173009.4695,382.8816839,57.78495909,1,141638549.4,2,8093005.877,5227.708727,94.67887023,2717
2,236.9912529,160708.23693737108,436784.0397,7915.687208,94.40415979,3,394833758.5,2,7515789.841,18302.63793,73.84055564,4351
7,469.3366018,229488.54563274098,90562.18522,3880.614656,73.31212102,1,160455602.8,2,14901539.16,39150.77798,84.47962237,4495
4,716.2605368,342478.58868446015,337072.2498,6575.511591,83.13770298,4,393466463.4,3,2881557.111,14858.48137,47.53009887,4236
7,423.2446009,136456.46021815695,349529.2356,1291.380689,87.04977325,4,34242940.75,3,6468861.549,3044.707191,28.66516067,3735
6,423.9317195,232830.07509624097,273584.365,1370.703656,82.02467706,2,186378749.3,3,607917.3379,2849.242176,34.54384241,3318
6,260.0167433,121252.49026729201,160367.992,8762.980825,61.62939108,3,494793843.7,1,10038885.78,26294.08881,74.86314663,487
2,314.1560142,137664.4974887928,382794.8682,1290.684165,58.48702439,3,407931188.1,2,11124465.06,1494.428755,39.69327361,4018
4,305.5185399,154785.91753348336,68645.80071,8880.436334,60.06393055,4,481538720.6,2,12480176.56,20420.43725,20.93985143,4088
6,783.9581705,243011.78631850024,213487.2931,2182.672354,53.57493385,4,37452387.94,1,12866657.96,11041.3639,97.82211939,3277
7,919.086511,362232.29367237014,171713.1902,9540.716759,90.92841709,2,168762185.1,1,13167897.06,16724.30731,66.36746809,4991
3,577.8549515,332253.6754867476,70161.22317,6557.340691,62.09923788,4,465206194.5,2,6357055.239,15055.20926,64.12926172,810
2,83.35952286,79010.6997185731,354593.0103,5486.954542,80.24050031,1,495030874.9,2,16499573.74,1052.417803,81.32041547,2683
7,613.7982502,233372.08996483695,422174.1254,6491.981366,64.65534849,3,193496382.9,3,4602655.122,13858.04422,63.46668248,1067
2,275.1357415,146221.23773207393,68483.88775,2366.748028,76.86851669,3,140610873.6,1,7180740.272,23515.36498,72.86788139,675
4,681.294693,267637.4351770858,401727.3217,8867.442236,62.86008672,3,404309434.6,1,5895049.782,46351.98527,64.18395066,3238
7,985.0797688,544185.6332472044,276097.3095,5654.017071,99.03313115,1,119943511.0,3,7417201.966,49683.1942,44.16868309,4062
6,326.901906,145989.84834351615,90224.32314,7440.373183,91.93448286,3,8015131.946,1,3116462.585,28932.73415,79.2159907,1270
2,55.73071888,56543.55210208063,97722.4288,4232.498571,55.71667772,4,1952870.749,2,5346838.565,25166.8828,16.29771187,2336
1,453.9729611,255296.82604463823,376316.7875,2983.658495,90.17476376,3,165584715.3,2,19727307.28,33164.68367,46.99985201,4512
2,690.516127,403293.1546757908,406978.4061,5550.495943,51.24443625,1,215766056.3,3,5240798.793,49552.63451,94.09668612,1311
2,917.0916966,605398.6178284119,216673.1478,5155.603395,98.27275957,1,345505974.5,2,1656933.059,643.788146,24.19106653,2720
1,636.6599559,234795.07419039914,175497.3142,3507.335676,76.44226351,4,418085166.9,2,11970909.81,20309.8449,90.00886134,733
4,90.62512422,62131.91774954836,102734.686,549.7209386,51.65696834,4,437452412.3,3,6916153.616,42011.15434,60.08116306,1402
7,743.4281448,247063.48793044774,64001.81913,9683.741828,99.04834603,3,97809715.95,1,902364.2162,23314.39493,89.33740582,4585
2,44.43613265,52439.76113403117,112494.7868,9239.074487,52.52019739,2,94655693.33,1,12349348.64,40846.98121,5.30237987,3985
3,766.9872986,392758.4961007411,22526.47304,3547.312312,58.79311792,3,261208098.6,1,8157985.913,18892.56267,27.92105742,2126
4,844.6282115,399233.5725352735,269971.863,317.9530206,76.52586876,3,413044721.0,2,8301713.055,43461.31909,28.81039395,1946
7,178.5509538,72764.74796825871,222886.7841,6070.383207,71.80268522,4,190294492.9,2,7413023.492,27675.56583,3.47116446,266
5,483.823832,193403.1639513559,442588.8444,5010.184053,58.62472403,3,222733098.8,1,14833893.08,41089.33302,96.36141219,1162
5,334.3602513,174139.34563188817,227504.0936,155.7236535,58.83521081,1,133404334.4,1,11462334.13,41841.6158,56.20547723,1772
5,906.9166856,288807.4332486338,95552.01933,6837.720958,79.07483594,3,1036624.361,2,9525086.725,32009.29254,16.47844394,4622
2,513.9829043,353551.20081097406,196375.1691,4258.757105,80.68083971,2,437786138.8,2,10750731.01,44402.41638,72.84229988,3493
4,685.7261052,314624.4900080468,53497.26543,7540.930411,80.61523811,4,479502402.5,3,18961002.21,28478.79632,64.62139057,4286
3,14.83948451,40854.23182675798,194770.3797,6797.496371,62.77525998,2,105763892.8,1,1929634.018,8269.578816,6.939813126,375
7,451.236212,158886.2460826775,235136.3257,5508.18973,57.43133206,3,19726563.24,1,19158257.32,42334.01694,90.6776633,524
1,276.345026,172547.63231523463,316025.7461,3487.463063,66.42901863,1,129359195.4,3,3992535.016,17732.58519,43.94985576,4945
7,504.786043,191149.7770987847,438628.0949,2281.815261,98.63791026,1,97578092.31,1,9628932.793,7214.917661,31.74586332,390
7,911.9773856,272844.66029856564,113747.8361,626.1670765,72.45270595,3,365890288.7,1,390390.3348,48559.84925,1.110781641,2653
7,669.7330757,210205.81717227108,445445.337,9999.145037,93.41698931,4,352532892.8,3,8299569.098,4905.156935,98.83489622,3693
5,362.796807,170366.09822582273,58364.14134,354.2512157,84.24071744,4,366989564.0,3,9337393.892,14926.6194,37.17993338,4305
6,880.651484,395782.23583676614,411144.0282,1823.604948,81.14725197,2,183163288.5,3,10325089.43,12386.27836,79.53663074,4538
